workerid,Answer.language,tournamentCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
A228M4KOCN6I95,English,any advances,darkorange,purple,brown,Two players will advance,half-half-half,half-half-half,11,1,7099,NA
A228M4KOCN6I95,English,any advances,midnight,seafoam,yellow,Exactly one player hit none of his shots,half-all-all,all-half-all,10,1,14569,NA
A228M4KOCN6I95,English,any advances,grey,wheat,lightorange,At least one player will advance,none-half-half,half-none-half,13,7,10416,NA
A228M4KOCN6I95,English,any advances,brown,grey,lavender,Player C will be pleased,none-none-all,none-all-none,12,1,5682,NA
A228M4KOCN6I95,English,any advances,wheat,purple,lightblue,Player A will be pleased,none-half-half,half-none-half,15,7,6128,NA
A228M4KOCN6I95,English,any advances,lavender,lightorange,tan,No player hit all of his shots,none-none-all,none-all-none,14,1,10944,NA
A228M4KOCN6I95,English,any advances,midnight,wheat,seafoam,Player A will advance,none-all-all,none-all-all,17,1,6472,NA
A228M4KOCN6I95,English,any advances,yellow,lightblue,brown,Player C will be disappointed,half-half-all,half-half-all,16,1,4840,NA
A228M4KOCN6I95,English,any advances,lavender,yellow,brown,All the players will advance,half-half-all,all-half-half,19,7,13176,NA
A228M4KOCN6I95,English,any advances,pink,lavender,midnight,Player B will advance,none-none-none,none-none-none,18,1,13873,NA
A228M4KOCN6I95,English,any advances,grey,midnight,tan,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12886,yes
A228M4KOCN6I95,English,any advances,wheat,seafoam,lightorange,Player C messed up,all-all-none,all-all-none,-3,7,13800,yes
A228M4KOCN6I95,English,any advances,royalblue,lightblue,grey,Player B will advance to the next round,all-few-none,all-few-none,-2,7,32077,no
A22GSIGYU6AR9J,English,all advances,grey,yellow,seafoam,Player A will advance,none-none-half,half-none-none,24,1,2054,NA
A22GSIGYU6AR9J,English,all advances,purple,lavender,brown,Player A made shots,all-all-all,all-all-all,25,7,3164,NA
A22GSIGYU6AR9J,English,all advances,lavender,midnight,darkorange,Most of the players will advance,half-all-all,half-all-all,26,7,2285,NA
A22GSIGYU6AR9J,English,all advances,brown,pink,grey,Exactly one player hit none of his shots,none-half-all,all-half-none,27,7,3013,NA
A22GSIGYU6AR9J,English,all advances,lightorange,pink,lightblue,No player hit all of his shots,none-all-all,all-none-all,20,1,3510,NA
A22GSIGYU6AR9J,English,all advances,lightorange,brown,midnight,One player will advance,none-half-half,half-none-half,21,1,2190,NA
A22GSIGYU6AR9J,English,all advances,royalblue,tan,purple,Exactly one player hit some of his shots,half-all-all,all-all-half,22,1,3111,NA
A22GSIGYU6AR9J,English,all advances,wheat,midnight,lightblue,At least one player will advance,none-half-half,half-none-half,23,1,3062,NA
A22GSIGYU6AR9J,English,all advances,darkorange,brown,midnight,Player B made shots,half-all-all,all-half-all,28,7,2366,NA
A22GSIGYU6AR9J,English,all advances,wheat,lightblue,royalblue,No player hit none of his shots,half-half-half,half-half-half,1,7,6399,NA
A22GSIGYU6AR9J,English,all advances,seafoam,tan,grey,All the players will advance,none-half-all,half-none-all,0,1,4315,NA
A22GSIGYU6AR9J,English,all advances,lavender,brown,seafoam,None of the players will advance,none-half-all,half-all-none,3,1,2941,NA
A22GSIGYU6AR9J,English,all advances,royalblue,yellow,wheat,Player C will be pleased,half-half-all,half-all-half,2,1,5276,NA
A22GSIGYU6AR9J,English,all advances,purple,lavender,darkorange,All of the players will advance,none-half-half,half-half-none,5,1,2573,NA
A22GSIGYU6AR9J,English,all advances,darkorange,purple,seafoam,Player A will be disappointed,none-half-all,half-none-all,4,7,4822,NA
A22GSIGYU6AR9J,English,all advances,wheat,lightorange,lightblue,Every player hit some of his shots,all-all-all,all-all-all,7,6,4366,NA
A22GSIGYU6AR9J,English,all advances,brown,yellow,royalblue,Player B will be disappointed,all-all-all,all-all-all,6,1,2894,NA
A22GSIGYU6AR9J,English,all advances,wheat,yellow,royalblue,Player A will be pleased,half-half-half,half-half-half,9,1,2398,NA
A22GSIGYU6AR9J,English,all advances,pink,tan,grey,Player C made shots,none-half-half,none-half-half,8,4,3421,NA
A22GSIGYU6AR9J,English,all advances,purple,midnight,lightblue,Player C will be disappointed,all-all-all,all-all-all,11,1,3111,NA
A22GSIGYU6AR9J,English,all advances,purple,lavender,seafoam,Player B will advance,half-half-half,half-half-half,10,1,3823,NA
A22GSIGYU6AR9J,English,all advances,tan,wheat,lightorange,Every player hit all of his shots,none-none-half,none-none-half,13,1,2504,NA
A22GSIGYU6AR9J,English,all advances,pink,seafoam,lightblue,Exactly one player hit all of his shots,none-none-half,none-half-none,12,1,3307,NA
A22GSIGYU6AR9J,English,all advances,tan,lightblue,pink,Player C will advance,none-none-half,half-none-none,15,1,2333,NA
A22GSIGYU6AR9J,English,all advances,grey,darkorange,seafoam,Player B will be pleased,half-all-all,all-half-all,14,1,2446,NA
A22GSIGYU6AR9J,English,all advances,grey,lavender,darkorange,Three players will advance,none-half-all,none-all-half,17,1,1886,NA
A22GSIGYU6AR9J,English,all advances,royalblue,lavender,grey,Every player hit none of his shots,half-half-half,half-half-half,16,1,2927,NA
A22GSIGYU6AR9J,English,all advances,brown,seafoam,royalblue,Two players will advance,none-half-all,half-all-none,19,1,2189,NA
A22GSIGYU6AR9J,English,all advances,seafoam,lightorange,lavender,No player hit some of his shots,none-none-half,half-none-none,18,1,2512,NA
A22GSIGYU6AR9J,English,all advances,lightblue,yellow,darkorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6373,yes
A22GSIGYU6AR9J,English,all advances,brown,lightorange,purple,Player C messed up,all-all-none,all-all-none,-3,7,26683,no
A22GSIGYU6AR9J,English,all advances,royalblue,seafoam,darkorange,Player B will advance to the next round,all-few-none,all-few-none,-2,1,9612,yes
A2QBY47K90M99E,English,any advances,lightblue,midnight,darkorange,All the players will advance,none-none-none,none-none-none,24,1,4008,NA
A2QBY47K90M99E,English,any advances,tan,lightorange,pink,At least one player will advance,all-all-all,all-all-all,25,7,2047,NA
A2QBY47K90M99E,English,any advances,royalblue,wheat,seafoam,Every player hit some of his shots,none-half-all,none-half-all,26,1,4025,NA
A2QBY47K90M99E,English,any advances,yellow,royalblue,grey,None of the players will advance,none-none-all,all-none-none,27,1,2571,NA
A2QBY47K90M99E,English,any advances,royalblue,purple,wheat,Exactly one player hit none of his shots,half-half-half,half-half-half,20,1,3554,NA
A2QBY47K90M99E,English,any advances,midnight,lavender,royalblue,Three players will advance,none-half-half,half-none-half,21,1,2828,NA
A2QBY47K90M99E,English,any advances,midnight,royalblue,wheat,Player C will be pleased,none-none-all,none-none-all,22,7,3759,NA
A2QBY47K90M99E,English,any advances,seafoam,darkorange,tan,Player C will be disappointed,all-all-all,all-all-all,23,1,2447,NA
A2QBY47K90M99E,English,any advances,brown,darkorange,grey,Player A will advance,half-half-all,half-half-all,28,3,6570,NA
A2QBY47K90M99E,English,any advances,royalblue,wheat,brown,No player hit some of his shots,half-half-all,all-half-half,1,1,11610,NA
A2QBY47K90M99E,English,any advances,lavender,pink,purple,Player B will advance,none-none-none,none-none-none,0,1,4781,NA
A2QBY47K90M99E,English,any advances,yellow,brown,purple,All of the players will advance,none-all-all,all-all-none,3,1,3375,NA
A2QBY47K90M99E,English,any advances,lightblue,midnight,darkorange,Player C will advance,all-all-all,all-all-all,2,7,3042,NA
A2QBY47K90M99E,English,any advances,midnight,lavender,royalblue,Player B will be disappointed,none-none-none,none-none-none,5,7,2673,NA
A2QBY47K90M99E,English,any advances,lavender,lightblue,darkorange,No player hit all of his shots,none-none-half,none-half-none,4,7,5497,NA
A2QBY47K90M99E,English,any advances,brown,royalblue,wheat,Player B will be pleased,none-half-all,none-all-half,7,7,3234,NA
A2QBY47K90M99E,English,any advances,midnight,darkorange,pink,Player A will be pleased,none-none-none,none-none-none,6,1,3391,NA
A2QBY47K90M99E,English,any advances,brown,grey,wheat,Player C made shots,none-half-half,half-none-half,9,7,2705,NA
A2QBY47K90M99E,English,any advances,brown,purple,lightorange,Two players will advance,none-none-half,half-none-none,8,7,7123,NA
A2QBY47K90M99E,English,any advances,lightblue,lightorange,yellow,Every player hit none of his shots,half-all-all,all-half-all,11,1,6038,NA
A2QBY47K90M99E,English,any advances,lightblue,lightorange,purple,One player will advance,half-all-all,all-all-half,10,1,2459,NA
A2QBY47K90M99E,English,any advances,seafoam,tan,purple,Every player hit all of his shots,none-none-half,none-none-half,13,1,3187,NA
A2QBY47K90M99E,English,any advances,grey,midnight,brown,Player B made shots,half-half-all,half-all-half,12,7,2950,NA
A2QBY47K90M99E,English,any advances,lavender,royalblue,lightorange,Exactly one player hit some of his shots,none-half-half,none-half-half,15,1,5048,NA
A2QBY47K90M99E,English,any advances,grey,yellow,darkorange,No player hit none of his shots,none-half-half,half-half-none,14,1,5455,NA
A2QBY47K90M99E,English,any advances,midnight,wheat,lightblue,Player A made shots,half-half-all,half-half-all,17,7,3033,NA
A2QBY47K90M99E,English,any advances,grey,royalblue,pink,Most of the players will advance,half-all-all,all-all-half,16,5,4969,NA
A2QBY47K90M99E,English,any advances,midnight,grey,tan,Player A will be disappointed,none-half-all,none-all-half,19,7,3824,NA
A2QBY47K90M99E,English,any advances,tan,yellow,darkorange,Exactly one player hit all of his shots,none-none-none,none-none-none,18,1,3085,NA
A2QBY47K90M99E,English,any advances,lightblue,tan,seafoam,Player A was the star player of the round,most-none-all,most-none-all,-1,1,5909,yes
A2QBY47K90M99E,English,any advances,purple,midnight,wheat,Player C messed up,all-all-none,all-all-none,-3,7,8656,yes
A2QBY47K90M99E,English,any advances,lightblue,pink,tan,Player B will advance to the next round,all-few-none,all-few-none,-2,7,11887,no
A5KFCCLP45IPZ,english,any advances,seafoam,royalblue,purple,Every player hit all of his shots,half-half-all,half-all-half,24,1,2742,NA
A5KFCCLP45IPZ,english,any advances,royalblue,wheat,grey,Two players will advance,half-half-half,half-half-half,25,4,5661,NA
A5KFCCLP45IPZ,english,any advances,lightblue,tan,lightorange,Player B will advance,none-none-half,half-none-none,26,1,4790,NA
A5KFCCLP45IPZ,english,any advances,tan,pink,purple,Player A will be pleased,half-all-all,all-half-all,27,7,1734,NA
A5KFCCLP45IPZ,english,any advances,grey,royalblue,yellow,No player hit none of his shots,none-none-none,none-none-none,20,1,12486,NA
A5KFCCLP45IPZ,english,any advances,yellow,wheat,grey,At least one player will advance,none-all-all,all-none-all,21,7,3598,NA
A5KFCCLP45IPZ,english,any advances,darkorange,lavender,lightorange,Player C made shots,none-half-all,none-all-half,22,7,2574,NA
A5KFCCLP45IPZ,english,any advances,purple,grey,darkorange,Player A made shots,none-all-all,all-none-all,23,7,2661,NA
A5KFCCLP45IPZ,english,any advances,brown,pink,lavender,All of the players will advance,half-half-half,half-half-half,28,7,2222,NA
A5KFCCLP45IPZ,english,any advances,lightblue,lavender,midnight,None of the players will advance,none-half-all,none-all-half,1,1,8797,NA
A5KFCCLP45IPZ,english,any advances,yellow,darkorange,seafoam,Exactly one player hit some of his shots,half-all-all,all-all-half,0,1,18324,NA
A5KFCCLP45IPZ,english,any advances,lightorange,tan,lightblue,All the players will advance,half-half-half,half-half-half,3,7,3214,NA
A5KFCCLP45IPZ,english,any advances,royalblue,pink,darkorange,Player B will be disappointed,none-half-all,half-all-none,2,1,5629,NA
A5KFCCLP45IPZ,english,any advances,grey,yellow,pink,Every player hit none of his shots,none-none-half,none-half-none,5,1,22623,NA
A5KFCCLP45IPZ,english,any advances,royalblue,pink,wheat,Player B will be pleased,none-half-all,half-all-none,4,7,3700,NA
A5KFCCLP45IPZ,english,any advances,midnight,yellow,darkorange,Exactly one player hit all of his shots,none-all-all,all-all-none,7,1,5789,NA
A5KFCCLP45IPZ,english,any advances,wheat,tan,pink,Player C will be pleased,none-none-none,none-none-none,6,1,3406,NA
A5KFCCLP45IPZ,english,any advances,lightorange,grey,darkorange,No player hit all of his shots,half-half-half,half-half-half,9,7,3646,NA
A5KFCCLP45IPZ,english,any advances,grey,lavender,pink,No player hit some of his shots,none-half-half,half-half-none,8,1,12334,NA
A5KFCCLP45IPZ,english,any advances,grey,royalblue,brown,Most of the players will advance,none-half-all,all-half-none,11,7,2670,NA
A5KFCCLP45IPZ,english,any advances,lightblue,darkorange,yellow,One player will advance,none-none-half,half-none-none,10,7,3277,NA
A5KFCCLP45IPZ,english,any advances,wheat,pink,lightblue,Exactly one player hit none of his shots,none-none-none,none-none-none,13,1,3653,NA
A5KFCCLP45IPZ,english,any advances,royalblue,yellow,purple,Every player hit some of his shots,none-none-half,none-half-none,12,1,8117,NA
A5KFCCLP45IPZ,english,any advances,lavender,yellow,brown,Player C will be disappointed,half-all-all,all-all-half,15,4,5775,NA
A5KFCCLP45IPZ,english,any advances,yellow,midnight,pink,Three players will advance,half-all-all,half-all-all,14,7,3629,NA
A5KFCCLP45IPZ,english,any advances,pink,seafoam,midnight,Player A will advance,none-none-half,half-none-none,17,7,2710,NA
A5KFCCLP45IPZ,english,any advances,yellow,wheat,lightblue,Player B made shots,all-all-all,all-all-all,16,7,2581,NA
A5KFCCLP45IPZ,english,any advances,tan,midnight,darkorange,Player C will advance,half-all-all,all-half-all,19,7,2670,NA
A5KFCCLP45IPZ,english,any advances,purple,yellow,wheat,Player A will be disappointed,none-none-half,none-half-none,18,7,3213,NA
A5KFCCLP45IPZ,english,any advances,yellow,tan,seafoam,Player A was the star player of the round,most-none-all,most-none-all,-1,1,8502,yes
A5KFCCLP45IPZ,english,any advances,tan,yellow,lightblue,Player C messed up,all-all-none,all-all-none,-3,7,12644,yes
A5KFCCLP45IPZ,english,any advances,grey,tan,brown,Player B will advance to the next round,all-few-none,all-few-none,-2,7,8411,yes
A2RYRS301XIZZD,English,any advances,purple,lightblue,yellow,One player will advance,none-all-all,all-all-none,24,1,3225,NA
A2RYRS301XIZZD,English,any advances,brown,seafoam,lightblue,Two players will advance,half-all-all,half-all-all,25,1,3142,NA
A2RYRS301XIZZD,English,any advances,lightblue,purple,tan,Player B will be disappointed,none-half-half,half-none-half,26,7,3697,NA
A2RYRS301XIZZD,English,any advances,lightblue,seafoam,wheat,Player A will be pleased,none-half-all,none-half-all,27,1,3596,NA
A2RYRS301XIZZD,English,any advances,yellow,lavender,royalblue,Player C made shots,half-all-all,all-half-all,20,7,3063,NA
A2RYRS301XIZZD,English,any advances,lavender,seafoam,wheat,At least one player will advance,none-half-half,half-half-none,21,7,3519,NA
A2RYRS301XIZZD,English,any advances,lightorange,wheat,grey,All of the players will advance,none-none-none,none-none-none,22,1,2782,NA
A2RYRS301XIZZD,English,any advances,grey,purple,pink,Three players will advance,half-all-all,all-all-half,23,7,3833,NA
A2RYRS301XIZZD,English,any advances,pink,lavender,grey,Player C will advance,none-half-half,half-none-half,28,7,5488,NA
A2RYRS301XIZZD,English,any advances,purple,lightblue,darkorange,Player A made shots,none-none-none,none-none-none,1,1,5834,NA
A2RYRS301XIZZD,English,any advances,pink,brown,seafoam,All the players will advance,none-half-all,none-all-half,0,1,6410,NA
A2RYRS301XIZZD,English,any advances,seafoam,pink,tan,No player hit some of his shots,all-all-all,all-all-all,3,7,6607,NA
A2RYRS301XIZZD,English,any advances,lavender,wheat,yellow,No player hit none of his shots,none-none-all,all-none-none,2,1,5195,NA
A2RYRS301XIZZD,English,any advances,grey,yellow,brown,No player hit all of his shots,all-all-all,all-all-all,5,1,5118,NA
A2RYRS301XIZZD,English,any advances,lavender,wheat,brown,Player A will advance,half-half-all,half-half-all,4,7,3711,NA
A2RYRS301XIZZD,English,any advances,brown,lavender,lightorange,None of the players will advance,all-all-all,all-all-all,7,1,5458,NA
A2RYRS301XIZZD,English,any advances,grey,brown,darkorange,Player C will be pleased,none-all-all,none-all-all,6,7,5219,NA
A2RYRS301XIZZD,English,any advances,grey,royalblue,wheat,Exactly one player hit none of his shots,none-half-all,half-none-all,9,7,8112,NA
A2RYRS301XIZZD,English,any advances,yellow,lavender,lightorange,Every player hit none of his shots,none-none-all,none-none-all,8,1,6141,NA
A2RYRS301XIZZD,English,any advances,purple,lightblue,lightorange,Exactly one player hit all of his shots,none-half-all,all-half-none,11,7,6626,NA
A2RYRS301XIZZD,English,any advances,wheat,lightorange,darkorange,Every player hit some of his shots,half-half-half,half-half-half,10,7,8826,NA
A2RYRS301XIZZD,English,any advances,brown,purple,wheat,Player B will be pleased,none-all-all,all-none-all,13,1,4960,NA
A2RYRS301XIZZD,English,any advances,darkorange,brown,royalblue,Player B made shots,none-half-all,half-all-none,12,7,3314,NA
A2RYRS301XIZZD,English,any advances,midnight,purple,tan,Player C will be disappointed,half-half-all,half-half-all,15,1,2989,NA
A2RYRS301XIZZD,English,any advances,darkorange,seafoam,purple,Most of the players will advance,none-half-half,none-half-half,14,7,6168,NA
A2RYRS301XIZZD,English,any advances,tan,midnight,purple,Player B will advance,none-none-half,none-none-half,17,1,3576,NA
A2RYRS301XIZZD,English,any advances,brown,wheat,purple,Exactly one player hit some of his shots,none-half-all,none-half-all,16,3,29141,NA
A2RYRS301XIZZD,English,any advances,brown,lightblue,purple,Every player hit all of his shots,half-half-all,half-half-all,19,1,3807,NA
A2RYRS301XIZZD,English,any advances,grey,midnight,yellow,Player A will be disappointed,none-none-none,none-none-none,18,7,3276,NA
A2RYRS301XIZZD,English,any advances,tan,lavender,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,8692,yes
A2RYRS301XIZZD,English,any advances,pink,purple,tan,Player C messed up,all-all-none,all-all-none,-3,7,12036,yes
A2RYRS301XIZZD,English,any advances,pink,tan,midnight,Player B will advance to the next round,all-few-none,all-few-none,-2,6,7829,yes
A15C96Z8TZEV6D,English,all advances,pink,seafoam,wheat,At least one player will advance,none-half-all,half-all-none,24,6,3231,NA
A15C96Z8TZEV6D,English,all advances,lightorange,wheat,yellow,Exactly one player hit none of his shots,none-none-half,half-none-none,25,1,4575,NA
A15C96Z8TZEV6D,English,all advances,seafoam,darkorange,royalblue,No player hit all of his shots,none-all-all,all-none-all,26,1,5004,NA
A15C96Z8TZEV6D,English,all advances,brown,purple,seafoam,Player B made shots,none-none-all,none-all-none,27,6,3243,NA
A15C96Z8TZEV6D,English,all advances,seafoam,lightorange,brown,No player hit none of his shots,none-half-half,half-none-half,20,1,4145,NA
A15C96Z8TZEV6D,English,all advances,midnight,lightorange,darkorange,Two players will advance,none-half-all,all-half-none,21,1,4381,NA
A15C96Z8TZEV6D,English,all advances,lightblue,pink,yellow,Every player hit none of his shots,half-half-half,half-half-half,22,1,3835,NA
A15C96Z8TZEV6D,English,all advances,pink,midnight,tan,Exactly one player hit all of his shots,none-half-half,half-none-half,23,1,3684,NA
A15C96Z8TZEV6D,English,all advances,grey,pink,lightblue,Player C will advance,none-none-all,none-all-none,28,1,2892,NA
A15C96Z8TZEV6D,English,all advances,darkorange,grey,purple,Player C will be disappointed,none-none-all,none-all-none,1,7,4391,NA
A15C96Z8TZEV6D,English,all advances,darkorange,lightblue,tan,Player B will be pleased,all-all-all,all-all-all,0,7,3750,NA
A15C96Z8TZEV6D,English,all advances,purple,lightblue,midnight,One player will advance,none-half-all,half-none-all,3,7,3588,NA
A15C96Z8TZEV6D,English,all advances,yellow,purple,midnight,All of the players will advance,half-half-half,half-half-half,2,1,4146,NA
A15C96Z8TZEV6D,English,all advances,brown,seafoam,pink,Three players will advance,none-none-none,none-none-none,5,1,3642,NA
A15C96Z8TZEV6D,English,all advances,wheat,lightorange,yellow,No player hit some of his shots,none-half-all,none-half-all,4,2,16514,NA
A15C96Z8TZEV6D,English,all advances,tan,purple,midnight,Exactly one player hit some of his shots,none-half-half,none-half-half,7,1,4871,NA
A15C96Z8TZEV6D,English,all advances,darkorange,lightblue,lavender,Every player hit all of his shots,none-none-all,none-all-none,6,1,2758,NA
A15C96Z8TZEV6D,English,all advances,brown,seafoam,lightblue,Player A will be disappointed,none-half-all,half-all-none,9,6,5170,NA
A15C96Z8TZEV6D,English,all advances,wheat,royalblue,purple,Every player hit some of his shots,none-none-half,half-none-none,8,1,5158,NA
A15C96Z8TZEV6D,English,all advances,lavender,darkorange,lightblue,None of the players will advance,none-none-half,half-none-none,11,7,4278,NA
A15C96Z8TZEV6D,English,all advances,grey,royalblue,yellow,Player B will advance,none-none-half,none-none-half,10,1,3302,NA
A15C96Z8TZEV6D,English,all advances,yellow,grey,lavender,All the players will advance,none-half-half,none-half-half,13,1,2817,NA
A15C96Z8TZEV6D,English,all advances,royalblue,lightblue,midnight,Player A made shots,none-none-all,none-all-none,12,1,3595,NA
A15C96Z8TZEV6D,English,all advances,lightorange,darkorange,royalblue,Player B will be disappointed,none-none-half,none-half-none,15,6,4070,NA
A15C96Z8TZEV6D,English,all advances,seafoam,darkorange,lavender,Player A will advance,half-all-all,all-all-half,14,7,2251,NA
A15C96Z8TZEV6D,English,all advances,yellow,wheat,seafoam,Player A will be pleased,half-half-half,half-half-half,17,2,2805,NA
A15C96Z8TZEV6D,English,all advances,brown,lightorange,grey,Player C will be pleased,all-all-all,all-all-all,16,7,4282,NA
A15C96Z8TZEV6D,English,all advances,lavender,lightorange,brown,Player C made shots,half-half-all,all-half-half,19,7,3353,NA
